Base URL,Start URL
https://dagsordener.roskilde.dk,https://dagsordener.roskilde.dk/?request.kriterie.udvalgId=e3446b30-2fc0-4339-9fa9-cb4f344cfaca
https://dagsordener.koege.dk,https://dagsordener.koege.dk/?request.kriterie.udvalgId=6e1dcaab-5256-4773-b9c5-35c83de0a0a3
https://dagsordener.htk.dk,https://dagsordener.htk.dk/?request.kriterie.udvalgId=ce683df4-0beb-473c-abb1-b81860a31028
https://dagsordener.ringsted.dk,https://dagsordener.ringsted.dk/?request.kriterie.udvalgId=b4556f16-f704-42e8-9aa2-5032a342c26d
https://dagsordener.albertslund.dk,https://dagsordener.albertslund.dk/?request.kriterie.udvalgId=a57a67e3-8894-4dca-b6d1-4986fb2b038b
https://dagsordener.naestved.dk,https://dagsordener.naestved.dk/?request.kriterie.udvalgId=0877f0f8-9608-472b-9d98-b65e69d87832
https://dagsordener.horsholm.dk,https://dagsordener.horsholm.dk/?request.kriterie.udvalgId=7594af24-3d4c-49aa-88e3-91dcf0fb70f3
https://dagsordener.helsingor.dk,https://dagsordener.helsingor.dk/?request.kriterie.udvalgId=18aeddb6-175b-4c4f-a4c7-f9a0190d92cd
https://dagsordener.gentofte.dk,https://dagsordener.gentofte.dk/?request.kriterie.udvalgId=abe31ed5-bea5-4d32-a310-1b11acce8f33
